textgroup;context;source;language;plural;translation
default;;"Show complete entity";fr;0;"Afficher l'entité complète"
default;;"Show complete entity";nl;0;"Toon volledige entity"
default;;"Show database password.";fr;0;"Afficher le mot de passe de la base de données."
default;;"Show database password.";nl;0;"Toon database paswoord."
default;;"Show descriptions";de;0;"Beschreibungen anzeigen"
default;;"Show descriptions";fr;0;"Afficher les descriptions"
default;;"Show descriptions";nl;0;"Toon beschrijvingen"
default;;"Show detailed info for one or more extensions (modules or themes).";fr;0;"Afficher des informations détaillés pour une ou plusieurs extensions (modules ou themes)"
default;;"Show detailed info for one or more extensions (modules or themes).";nl;0;"Toon gedetailleerde informatie over één of meerdere extensie's (modules of themes)"
default;;"Show disclaimer";fr;0;"Montrer l'avertissement"
default;;"Show disclaimer";nl;0;"Toon de disclaimer navigatiestructuur op de website"
default;;"Show documentation for the drush context API";fr;0;"Montrer la documentention pour le context drush API"
default;;"Show documentation for the drush context API";nl;0;"Toon documentatie voor de drush context API"
default;;"Show drush version.";fr;0;"Afficher la version du drush."
default;;"Show drush version.";nl;0;"Toon drush versie."
default;;"Show entity ID";fr;0;"Afficher l'identifiant de l'entité"
default;;"Show entity ID";nl;0;"Toon entity ID"
default;;"Show entity label";fr;0;"Afficher l'étiquette de l'entité"
default;;"Show entity label";nl;0;"Toon entity label"
default;;"Show fewer";nl;0;"Toon minder"
default;;"Show first (if present)";fr;0;"Afficher le premier (si présent)"
default;;"Show first (if present)";nl;0;"Toon eerste (wanneer deze bestaat)"
default;;"Show free text search box";nl;0;"Maak het vrije zoekveld beschikbaar"
default;;"Show help for one command using an alias.";fr;0;"Afficher l'aide pour une commande en utilisant un alias."
default;;"Show help for one command using an alias.";nl;0;"Toon help voor één commando gebruikmakende van een alias."
default;;"Show help for one command.";fr;0;"Afficher l'aide pour une commande."
default;;"Show help for one command.";nl;0;"Toon help voor één commando."
default;;"Show help text";fr;0;"Afficher le texte de l'aide"
default;;"Show help text";nl;0;"Toon hulptekst"
default;;"Show item count";fr;0;"Afficher le nombre d'éléments"
default;;"Show item count";nl;0;"toon aantal"
default;;"Show lion";fr;0;"Montrer le lion"
default;;"Show lion";nl;0;"Toon de leeuw"
default;;"Show logo in header";fr;0;"Montrer le logo dans l'en-tête"
default;;"Show logo in header";nl;0;"Toon het logo in de website header"
default;;"Show missing translations in";fr;0;"Afficher les traductions manquantes dans"
default;;"Show missing translations in";nl;0;"Laat missende vertalingen zijn in"
default;;"Show more";nl;0;"Toon meer"
default;;"Show name";fr;0;"Montrer le nom"
default;;"Show name";nl;0;"Toon tekstlabel naam"
default;;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
default;;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
default;;"Show next level menu items on a @type";fr;0;"Afficher les éléments de menu du niveau suivant sur un @type"
default;;"Show next level menu items on a @type";nl;0;"Toon het volgende niveau van menu items op een @type"
default;;"Show next level menu items on landing pages";fr;0;"Afficher les éléments de menu du niveau suivant sur des pages de destination"
default;;"Show next level menu items on landing pages";nl;0;"Toon het volgende niveau van menu items"
default;;"Show only commands defined in devel_generate.drush.inc";fr;0;"N'afficher que des commandes définies dans devel_generate.drush.inc"
default;;"Show only commands defined in devel_generate.drush.inc";nl;0;"Toon enkel commando's die gedefinieërd in devel_generate.drush.inc"
default;;"Show only components that have been exported.";fr;0;"N'afficher que des composants qui ont été exportés."
default;;"Show only components that have been exported.";nl;0;"Toon enkel componenten die geëxporteerd zijn."
default;;"Show only components that have not been exported.";fr;0;"N'afficher que des composants qui n'ont pas été exportés."
default;;"Show only components that have not been exported.";nl;0;"Toon enkel componenten die niet geëxporteerd zijn."
default;;"Show only content from the selected content types. If nothing is selected content from all types will be shown.";fr;0;"N'afficher que les types de contenu sélectionnés. Si rien n'est sélectionné le contenu de tous les types sera affiché."
default;;"Show only content from the selected content types. If nothing is selected content from all types will be shown.";nl;0;"Toon enkel content van de geselecteerde content types. Indien er geen keuze gemaakt wordt, worden alle types getoond."
default;;"Show only content that is new or updated.";fr;0;"N'afficher que le contenunouveau ou mis à jour."
default;;"Show only content that is new or updated.";nl;0;"Toon enkel content die nieuw of geüpdatet is."
default;;"Show only items where";de;0;"Nur Elemente zeigen mit"
default;;"Show only items where";fr;0;"Montrer seulement les éléments pour lesquels"
default;;"Show only items where";nl;0;"Alleen items weergeven waarvan"
default;;"Show only the red lines from the Status Report admin page.";fr;0;"N'afficher que les lignes rouges de la page d'administration du Raport d'état."
default;;"Show only the red lines from the Status Report admin page.";nl;0;"Toon enkel de rode lijnen van de Status Rapport admin pagina."
default;;"Show page labels from page break components";fr;0;"Afficher des étiquettes de page provenant de composants du saut de page"
default;;"Show page labels from page break components";nl;0;"Toon paginalabels van pagina-einde componenten"
default;;"Show page number as number of completed (i.e. Page 1 of 10)";fr;0;"Afficher les numéros de page comme numéro de page complétée (c'est-à-dire Page 1 de 10)"
default;;"Show page number as number of completed (i.e. Page 1 of 10)";nl;0;"Toon het aantal voltooide pagina's. (vb. Pagina 1 van 2)"
default;;"Show percentage completed (i.e. 10%)";fr;0;"Afficher le pourcentage complété (c'est-à-dire 10%)"
default;;"Show percentage completed (i.e. 10%)";nl;0;"Toon het aantal voltooide procenten (vb. 10%)"
default;;"Show progress bar";fr;0;"Montrer la barre de progression"
default;;"Show progress bar";nl;0;"Voortgangsbalk tonen"
default;;"Show release notes after each project is downloaded.";fr;0;"Afficher les notes de révision après téléchargement de chaque projet."
default;;"Show release notes after each project is downloaded.";nl;0;"Toon release notes nadat elk project is gedownloadet."
default;;"Show release notes for each project to be updated.";fr;0;"Afficher les notes de révision pour chaque projet à mettre à jour."
default;;"Show release notes for each project to be updated.";nl;0;"Toon release notes voor elk project dat geüpdatet moet worden."
default;;"Show row weights";fr;0;"Monter la taille des lignes"
default;;"Show row weights";nl;0;"Laat volgorde zien"
default;;"Show search box";fr;0;"Afficher le module de recherche"
default;;"Show search box";nl;0;"De zoekfunctie weergeven op de website"
default;;"Show subject";fr;0;"Montrer le sujet"
default;;"Show subject";nl;0;"Toon tekstlabel onderwerp"
default;;"Show the breadcrumb on the basic page. This will only have effect if the active theme supports breadcrumbs.";fr;0;"Afficher le breadcrumb sur la page de base. Ceci ne produira d'effet que si le thème actif prend en charge les breadcrumbs."
default;;"Show the breadcrumb on the basic page. This will only have effect if the active theme supports breadcrumbs.";nl;0;"Toon de breadcrumb op de pagina. Dit heeft enkel effect als het actieve theme breadcrumbs ondersteunt."
default;;"Show the breadcrumb on the contact person. This will only have effect if the active theme supports breadcrumbs.";fr;0;"Afficher le breadcrumb sur la personne de contact. Ceci ne produira d'effet que si le thème actif prend en charge les breadcrumbs."
default;;"Show the breadcrumb on the contact person. This will only have effect if the active theme supports breadcrumbs.";nl;0;"Toon de breadcrumb op de persoonsfiche. Dit zal enkel werken wanneer het actieve theme dit ondersteunt."
default;;"Show the breadcrumb on the landing page. This will only have effect if the active theme supports breadcrumbs.";fr;0;"Afficher le breadcrumb sur la page de destination. Ceci n'aura deffet que si le thème actif prend en charge les breadcrumbs."
default;;"Show the breadcrumb on the landing page. This will only have effect if the active theme supports breadcrumbs.";nl;0;"Toon de breadcrumb op overzichtpagina's. Dit heeft enkel effect als dit in je theme aanstaat."
default;;"Show the breadcrumb on the organizational unit. This will only have effect if the active theme supports breadcrumbs.";fr;0;"Afficher le breadcrumb sur l'unité organisationnelle. Ceci ne produira d'effet que si le thème actif prend en charge les breadcrumbs."
default;;"Show the breadcrumb on the organizational unit. This will only have effect if the active theme supports breadcrumbs.";nl;0;"Toon de breadcrumb op de organisatiefiche. Dit zal enkel werken wanneer het actieve theme dit ondersteunt."
default;;"Show the breadcrumb on the simple contact page. This will only have effect if the active theme supports breadcrumbs.";fr;0;"Afficher le breadcrumb sur la page de contact simple. Ceci n'aura d'effet que si le thème actif prend en charge les breadcrumbs."
default;;"Show the breadcrumb on the simple contact page. This will only have effect if the active theme supports breadcrumbs.";nl;0;"Toon de breadcrumb op het contactformulier. Dit zal enkel werken wanneer het actieve theme dit ondersteunt."
default;;"Show the breadcrumb trail for a @type";nl;0;"Toon de broodkruimel op een @type"
default;;"Show the breadcrumb trail for pages which are not included in a page type category";nl;0;"Toon broodkruimel op pagina's dat geen pagina type zijn"
default;;"Show the cover image of the EBL publication.";fr;0;"Afficher l'image de couverture de la publication EBL."
default;;"Show the cover image of the EBL publication.";nl;0;"Toon de omslagafbeelding van de EBL-publicatie."
default;;"Show the difference between the default and overridden state of a feature.";fr;0;"Afficher les differences entre l'état par défaut et l'état substitué d'une fonctionnalité."
default;;"Show the difference between the default and overridden state of a feature.";nl;0;"Toon het verschil tussen de default en overwritten state van een feature."
default;;"Show the external URLs of the EBL publication.";fr;0;"Affiche les URL externes de la publication EBL."
default;;"Show the external URLs of the EBL publication.";nl;0;"Toon de externe URL's van de EBL-publicatie."
default;;"Show the message by replacing any tokens with their real value.";fr;0;"Afficher le message en remplaçant tous les tokens par leur valeur réelle."
default;;"Show the message by replacing any tokens with their real value.";nl;0;"Toon de boodschap door om het even welke tokens te vervangen met hun werkelijke value."
default;;"Show the metadata of the EBL publication.";fr;0;"Afficher les métadonnées de la publication EBL."
default;;"Show the metadata of the EBL publication.";nl;0;"Toon de metadata van de EBL-publicatie."
default;;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
default;;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de basispagina."
default;;"Show the next level menu items on the contact person.";fr;0;"Afficher les éléments de menu du niveau suivant sur la personne de contact."
default;;"Show the next level menu items on the contact person.";nl;0;"Toon de volgende level menu items op de persoonsfiche."
default;;"Show the next level menu items on the landing page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de destination."
default;;"Show the next level menu items on the landing page.";nl;0;"Toon volgende level menu items op de overzichtpagina."
default;;"Show the next level menu items on the organizational unit.";fr;0;"Afficher les éléments de menu du niveau suivant sur l'unité organisationnelle."
default;;"Show the next level menu items on the organizational unit.";nl;0;"Toon de volgende level menu items op de organisatiefiche."
default;;"Show the next level menu items on the simple contact page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de contact simple."
default;;"Show the next level menu items on the simple contact page.";nl;0;"Toon de volgende level menu items op het contactformulier."
default;;"Show the previous submissions notification that appears when users have previously submitted this form.";fr;0;"Montrer la notification des contributions précédente qui apparaît lorsque les utilisateurs ont déjà soumis ce formulaire."
default;;"Show the previous submissions notification that appears when users have previously submitted this form.";nl;0;"Toon de 'al eerder ingezonden'-notificatie die verschijnt indien gebruikers dit formulier al eerder hebben ingezonden."
default;;"Show the status of all search indexes.";fr;0;"Afficher l'état de tous les index de recherche."
default;;"Show the status of all search indexes.";nl;0;"Toon de status van alle search indexen."
default;;"Show the status of one or all search indexes.";fr;0;"Afficher l'état d'un ou tous les index de recherche."
default;;"Show the status of one or all search indexes.";nl;0;"Toon de status van een of alle search indexen."
default;;"Show the status of the search index with the ID !id.";fr;0;"Afficher l'état de l'index de recherche avec l'ID !id."
default;;"Show the status of the search index with the ID !id.";nl;0;"Toon de status van de search index met de ID !id."
default;;"Show the status of the search index with the ID 1.";fr;0;"Afficher l'état de l'index de recherche avec l'ID 1."
default;;"Show the status of the search index with the ID 1.";nl;0;"Toon de status van de search index met de ID1."
default;;"Show the status of the search index with the machine name !name.";fr;0;"Afficher l'état de l'index de recherche avec le nom de la machine !nom."
default;;"Show the status of the search index with the machine name !name.";nl;0;"Toon de status van de search index met zijn machinenaam !name."
default;;"Show the status of the search index with the machine name default_node_index.";fr;0;"Afficher l'état de l'index de recherche avec le nom de la machine default_node_index."
default;;"Show the status of the search index with the machine name default_node_index.";nl;0;"Toon de status van de search index met de machinenaam default_node_index."
default;;"Show title";fr;0;"Montrer le titre"
default;;"Show title";nl;0;"Toon titel"
default;;"Show translation status of available projects.";fr;0;"Afficher l'état de la traduction des projets disponibles."
default;;"Show translation status of available projects.";nl;0;"Toon de vertalingstatus van beschikbare projecten."
default;;"Showing @start - @end of @total";fr;0;"Affichage en cours de @start - @end du @total"
default;;"Showing @start - @end of @total";nl;0;"Weergave @start - @end van @total "
default;;"Showing @start - @end of @total @items_per_page_links";fr;0;"Affichage en cours de @start - @end du @total @items_per_page_links"
default;;"Showing @start - @end of @total @items_per_page_links";nl;0;"Weergave @start - @end van @total @items_per_page_links "
default;;"Showing all results.";fr;0;"Affichage en cours de tous les résultats"
default;;"Showing all results.";nl;0;"Alle resultaten worden weergegeven."
default;;"Shows a list of layouts linking to the wizard for creating a new landing page.";fr;0;"Affiche une liste des mises en page en relation avec l'assistant de création d'une nouvelle page de destination."
default;;"Shows a list of layouts linking to the wizard for creating a new landing page.";nl;0;"Toont een lijst van lay-outs gelinkt aan de wizard voor de creatie van een nieuwe overzichtpagina."
default;;"Shows editorial notes on the node view page.";fr;0;"Affiche les notes éditoriales sur la page de visualisation du noeud. "
default;;"Shows editorial notes on the node view page.";nl;0;"Toon kanttekeningen op de admin node view. "
default;;"Shows how to use the power of Chaos AJAX.";de;0;"Zeigt die Anwendung und die Mächtigkeit von Chaos AJAX."
default;;"Shows how to use the power of Chaos AJAX.";fr;0;"Indique comment utiliser la puissance de Chaos AJAX."
default;;"Shows how to use the power of Chaos AJAX.";nl;0;"Toon hoe de power van Chaos AJAX gebruikt kan worden."
default;;"Shows links to register or login.";de;0;"Links zum Registrieren oder zum Anmelden anzeigen."
default;;"Shows links to register or login.";fr;0;"Affiche les liens pour s'inscrire ou se connecter."
default;;"Shows links to register or login.";nl;0;"Toon links om te registreren of in te loggen."
default;;"Signup form";fr;0;"Formulaire d'inscription"
default;;"Signup form";nl;0;Inschrijvingsformulier
default;;"Signup form @name has been saved.";fr;0;"Formulaire d'inscription @name est enrégistré."
default;;"Signup form @name has been saved.";nl;0;"Inschrijfformulier @name is opgeslagen."
default;;"Signup forms";fr;0;"Formulaires d'inscription"
default;;"Signup forms";nl;0;Inschrijvingsformulieren
default;;"Simple Contact Page";fr;0;"Page de contact simple"
default;;"Simple Contact Page";nl;0;Contactformulier
default;;"Simple contact form";fr;0;"Formulaire de contact simple"
default;;"Simple contact form";nl;0;Contactformulier
default;;"Simple contact form.";fr;0;"Formulaire de contact simple"
default;;"Simple contact form.";nl;0;Contactformulier.
default;;"Site key field is required.";nl;0;"Site sleutel is verplicht."
default;;"Site name";fr;0;"nom du site"
default;;"Site name";nl;0;"Website naam"
default;;"Site or building";fr;0;"site ou construction"
default;;"Site or building";nl;0;"Site of gebouw"
default;;"Site settings";fr;0;"paramètres du site"
default;;"Site settings";nl;0;"Website instellingen"
default;;"Site under maintenance";fr;0;"Site en cours d'entretien"
default;;"Site under maintenance";nl;0;"Website in onderhoud"
default;;Size;fr;0;Taille
default;;Size;nl;0;Grootte
default;;"Skip tags";fr;0;"Ignorer les balises"
default;;"Skip tags";nl;0;"Tags overslaan"
default;;"Slow (7s)";fr;0;"lentement (7s)"
default;;"Slow (7s)";nl;0;"Traag (7s)"
default;;Small;fr;0;Petite
default;;Small;nl;0;Klein
default;;Smaller;fr;0;"Plus petite"
default;;Smaller;nl;0;Klein
default;;Smallest;fr;0;"le plus petite"
default;;Smallest;nl;0;Kleinst
default;;"Social Media Sharing";nl;0;"Delen sociale media"
default;;"Social identities configuration";fr;0;"Configuration des identités sociales"
default;;"Social identities configuration";nl;0;"Sociale identiteiten instellen"
default;;"Social identity URLs";fr;0;"URL des identités sociales"
default;;"Social identity URLs";nl;0;"URL van sociale media profiel"
default;;"Social media identity";fr;0;"Identité sociale"
default;;"Social media identity";nl;0;"Sociale media identiteit"
default;;"Social networks to include in the widget";fr;0;"Réseaux sociaux à inclure dans le widget"
default;;"Social networks to include in the widget";nl;0;"Beschikbare sociale media in de deelknoppen:"
default;;"Solve this simple math problem and enter the result. E.g. for 1+3, enter 4.";nl;0;"Los deze simpele mathematische vraag op en geef het resultaat in. Bijvoorbeeld voor 1+3, vul je 4 in. "
default;;"Some materials and services are not freely available. It is recommended to order them at the contact person of the material/service itself. (See Contact information)";fr;0;"Certains matériaux et services ne sont pas disponibles gratuitement. Il est recommandé de contacter la personne de contact du matériel / service lui-même. (voir plus d'informations)."
default;;"Some materials and services are not freely available. It is recommended to order them at the contact person of the material/service itself. (See Contact information)";nl;0;"Sommige materialen en diensten zijn niet gratis beschikbaar. Het wordt aanbevolen de contactpersoon van het materiaal / de dienst zelf te contacteren. (zie Meer informatie)."
default;;"Sorry, unrecognized username or password. <a href=""@password"">Have you forgotten your password?</a>";fr;0;"Désolé, nom d'utilisateur ou mot de passe non reconnu. <a href=""@password""> Avez-vous oublié votre mot de passe? </a>"
default;;"Sorry, unrecognized username or password. <a href=""@password"">Have you forgotten your password?</a>";nl;0;"Sorry, we hebben je gebruikersnaam of paswoord niet gevonden. <a href=""@password"">Ben je je paswoord vergeten?</a>"
default;;Sorting;fr;0;"Tri en cours"
default;;Sorting;nl;0;Sorteer
default;;"Sorting: Alphabetical - (a-z)";fr;0;"Tri: alphabétique - (a-z)"
default;;"Sorting: Alphabetical - (a-z)";nl;0;"Volgorde: Alfabetisch (a-z)"
default;;"Sorting: Alphabetical - (z-a)";fr;0;"Tri: alphabétique - (z-a)"
default;;"Sorting: Alphabetical - (z-a)";nl;0;"Volgorde: Alfabetisch (z-a)"
default;;"Sorting: File size ascending";fr;0;"Tri: Taille de fichier croissante"
default;;"Sorting: File size ascending";nl;0;"Sorteer op: Bestandsgrootte oplopend"
default;;"Sorting: File size descending";fr;0;"Tri: Taille de fichier décroissante"
default;;"Sorting: File size descending";nl;0;"Volgorde: Bestandsgrootte aflopend"
default;;Source;fr;0;Source
default;;Source;nl;0;Bron
default;;"Source URL is language neutral";fr;0;"L'URL de la source est neutre d'une langue"
default;;"Source URL is language neutral";nl;0;"Bron-URL is taalneutraal"
default;;"Space ( )";fr;0;"espace ( )"
default;;"Space ( )";nl;0;"Spatie ( )"
default;;"Space above and below the image (Default 50px)";nl;0;"Ruimte boven en onder de afbeelding (standaard 50px)"
default;;"Spaces are allowed; punctuation is not allowed except for periods, hyphens, apostrophes, and underscores.";fr;0;"Les espaces sont permis; les signes de ponctuation, hormis virgules, traits d'union, apostrophes et tirets, ne sont pas permis."
default;;"Spaces are allowed; punctuation is not allowed except for periods, hyphens, apostrophes, and underscores.";nl;0;"Spaties zijn toegestaan; interpunctie is niet toegestaan behalve punten, koppeltekens, apostrofs en verbindingsstreepjes."
default;;"Specific date";nl;0;"Specifieke datum"
default;;Specifications;nl;0;Specificaties
default;;"Specify in which themes and regions this block is displayed.";de;0;"Angabe in welchen Themes und Bereichen dieser Block angezeigt wird."
default;;"Specify in which themes and regions this block is displayed.";fr;0;"Préciser pour chaque thême la région dans laquelle ce bloc est affiché."
default;;"Specify in which themes and regions this block is displayed.";nl;0;"Geef aan in welke themes en gebieden dit blok wordt weergegeven."
default;;"Speed of the slider in seconds";fr;0;"Vitesse du curseur en  secondes"
default;;"Speed of the slider in seconds";nl;0;"Snelheid van de slideshow (in seconden)"
default;;"Spotlight representation of the list items";nl;0;"(Grote afbeelding, titel, datum en korte inhoud)"
default;;"Spotlight view";nl;0;"Spotlight weergave"
default;;Standard;fr;0;Standard
default;;Standard;nl;0;Standaard
default;;"Standard deviation (!sigma)";fr;0;"L'écart-type (sigma!)"
default;;"Standard deviation (!sigma)";nl;0;"Standaardafwijking (!sigma)"
default;;"Standard opening hours";nl;0;"Standaard openingsuren"
default;;"Standard text search button";fr;0;"Bouton de recherche de texte normal"
default;;"Standard text search button";nl;0;"Standaard tekst in knop bij zoekfunctie weergeven."
default;;"Standard text search field";fr;0;"Champ de recherche de texte normal"
default;;"Standard text search field";nl;0;"Standaard tekst in zoekfunctie weergeven."
default;;"Standard themes";fr;0;"Thèmes par défaut"
default;;"Standard themes";nl;0;"Standaard themes"
default;;"Start button label";nl;0;"Label voor 'Start-knop'"
default;;"Start date";fr;0;"Date de début"
default;;"Start date";nl;0;Begindatum
default;;"Start now";fr;0;"Commencer maintenant"
default;;"Start now";nl;0;"Start de quiz!"
default;;"Start page";fr;0;"Page de démarrage"
default;;"Start page";nl;0;Intro
default;;"Start page design";fr;0;"Concept de la page démarrage"
default;;"Start page design";nl;0;"Afbeelding voor op de eerste pagina"
default;;"Start submission number is required.";fr;0;"Début numéro de contribution est requise."
default;;"Start submission number is required.";nl;0;"Beginaantal inzendingen is verplicht."
default;;"Start submission number must be greater than 0.";fr;0;"Début numéro de contribution doit être supérieur à 0."
default;;"Start submission number must be greater than 0.";nl;0;"Beginaantal inzendingen moet groter zijn dan 0."
default;;"Start submission number must be numeric.";fr;0;"Début numéro de contribution doit être numérique."
default;;"Start submission number must be numeric.";nl;0;"Beginaantal inzendingen moet een getal zijn."
default;;"Start the quiz!";fr;0;"Démarrez le questionnaire!"
default;;"Start the quiz!";nl;0;"Start de quiz!"
default;;"Starting position";fr;0;"Position de départ"
default;;"Starting position";nl;0;Uitgangspositie
default;;State;fr;0;Etat
default;;State;nl;0;Status
default;;Statistics;fr;0;Statistiques
default;;Statistics;nl;0;Statistieken
default;;"Status message";fr;0;"Message d'état"
default;;"Status message";nl;0;Statusbericht
default;;"Status of this form";fr;0;"Statut de ce formulaire"
default;;"Status of this form";nl;0;"Status van dit formulier"
default;;Step;fr;0;Étape
default;;Step;nl;0;Stap
default;;"Step @no: @label";fr;0;"Etape @no: @label"
default;;"Step @no: @label";nl;0;"Stap @no: @label"
default;;"Step must be numeric.";fr;0;"L'étape doit être numérique."
default;;"Step must be numeric.";nl;0;"Stapgrootte moet een getal zijn."
default;;"Step must have an integer value.";fr;0;"Étape doit avoir une valeur d'entier."
default;;"Step must have an integer value.";nl;0;"Stapgrootte moet een geheel getal zijn."
default;;Strong;fr;0;Fort
default;;Strong;nl;0;Sterk
default;;Structure;fr;0;Structure
default;;Structure;nl;0;Structuur
default;;Study;nl;0;Studie
default;;Style;nl;0;Stijl
default;;"Style settings for style @style (Region ""!region"")";nl;0;"Stijlinstellingen voor  @style (Region ""!region"")"
default;;"Styles for ""!pane""";fr;0;"Styles pour ""!volet"""
default;;"Styles for ""!pane""";nl;0;"Style je ""!pane"""
default;;Su;fr;0;di
default;;Su;nl;0;Zo
default;;Submission;fr;0;contribution
default;;Submission;nl;0;Inzending
default;;"Submission #@serial";fr;0;"contribution # @ série"
default;;"Submission #@serial";nl;0;"Inzending #@serial"
default;;"Submission Details";fr;0;" Détails de contribution"
default;;"Submission Details";nl;0;Inzendingsdetails
default;;"Submission ID";fr;0;" ID de contribution"
default;;"Submission ID";nl;0;"ID inzending"
default;;"Submission access";fr;0;"l'accès de contribution"
default;;"Submission access";nl;0;"Toegang tot het formulier"
default;;"Submission access control";fr;0;"contrôle d'accès de contribution"
default;;"Submission access control";nl;0;"Inzendingen toegangscontrole"
default;;"Submission deleted.";fr;0;"contribution supprimé."
default;;"Submission deleted.";nl;0;"Inzending verwijderd."
default;;"Submission information";fr;0;"contribution d'informations"
default;;"Submission information";nl;0;"Details inzending"
default;;"Submission saved. You may return to this form later and it will restore the current values.";fr;0;"contribution sauvé. Vous pouvez revenir à cette forme plus tard et il va restaurer les valeurs actuelles."
default;;"Submission saved. You may return to this form later and it will restore the current values.";nl;0;"Inzending opgeslagen. U kunt op een later tijdstip naar dit formulier terugkeren waarbij de huidige waardes zullen worden hersteld."
default;;"Submission settings";fr;0;"Configuration de la contribution"
default;;"Submission settings";nl;0;Verzendinstellingen
default;;"Submission updated.";fr;0;"contribution est mis à jour."
default;;"Submission updated.";nl;0;"Inzending bijgewerkt."
default;;Submissions;fr;0;contributions
default;;Submissions;nl;0;Inzendingen
default;;"Submissions for %user";fr;0;"Les contributions pour %user"
default;;"Submissions for %user";nl;0;"Inzendingen van %user"
default;;"Submissions for this form are closed.";fr;0;"Les contributions pour ce formulaire sont fermées."
default;;"Submissions for this form are closed.";nl;0;"Inzenden van dit formulier is niet langer mogelijk."
default;;"Submissions generated from Webform forms.";fr;0;"Les contributions provenant des formulaires Webform."
default;;"Submissions generated from Webform forms.";nl;0;"Inzendingen aangemaakt door Webform-formulieren."
default;;Submit;fr;0;Soumettre
default;;Submit;nl;0;Opslaan
default;;"Submit Button Label";fr;0;"Étiquette du bouton Envoyer "
default;;"Submit Button Label";nl;0;"Tekstlabel voor de verzendknop"
default;;"Submit button label";fr;0;"Étiquette du bouton Envoyer "
default;;"Submit button label";nl;0;"Label op verzendknop"
default;;Submitted;fr;0;Soumis
default;;Submitted;nl;0;Ingediend
default;;"Submitted by !name";fr;0;"Soumis par !name"
default;;"Submitted by !name";nl;0;"Door !name"
default;;"Submitted by !username on !datetime";fr;0;"Soumis par !username on !datetime"
default;;"Submitted by !username on !datetime";nl;0;"Toegevoegd door !username op !datetime"
default;;"Submitted by anonymous user: [submission:ip-address]";fr;0;"Soumis par utilisateur anonyme: [submission:ip-address]"
default;;"Submitted by anonymous user: [submission:ip-address]";nl;0;"Ingediend door anonieme gebruiker: [submission:ip-address]"
default;;"Submitted by user: [submission:user]";fr;0;"Soumis par l'utilisateur: [submission:user]"
default;;"Submitted by user: [submission:user]";nl;0;"Ingediend door: [submission:user]"
default;;"Submitted on [submission:date:long]";fr;0;"Soumis le [submission:date:long]"
default;;"Submitted on [submission:date:long]";nl;0;"Ingediend op [submission:date:long]"
default;;"Submitted values are";fr;0;"Les valeurs soumises sont"
default;;"Submitted values are";nl;0;"Ingevulde gegevens zijn:"
default;;Submitter;fr;0;Soumettant
default;;Submitter;nl;0;Indiener
default;;"Subscription form fields";fr;0;"Champs du formulaire d'abonnement"
default;;"Subscription form fields";nl;0;"In te vullen velden"
default;;Subtitle;de;0;Untertitel
default;;Subtitle;fr;0;Sous-titre
default;;Subtitle;nl;0;Ondertitel
default;;"Subtitle five";de;0;"Untertitel fünf"
default;;"Subtitle five";fr;0;"Sous-titre cinq"
default;;"Subtitle five";nl;0;"Ondertitel vijf"
default;;"Subtitle four";de;0;"Untertitel vier"
default;;"Subtitle four";fr;0;"Sous-titre quatre"
default;;"Subtitle four";nl;0;"Ondertitel vier"
default;;"Subtitle six";de;0;"Untertitel sechs"
default;;"Subtitle six";fr;0;"Sous-titre six"
default;;"Subtitle six";nl;0;"Ondertitel zes"
default;;"Subtitle three";de;0;"Untertitel drei"
default;;"Subtitle three";fr;0;"Sous-titre trois"
default;;"Subtitle three";nl;0;"Ondertitel drie"
default;;Subtitles;fr;0;Sous-titres
default;;Subtitles;nl;0;Ondertiteling
default;;"Successfully re-sent submission #@sid to 1 recipient.";fr;0;"Réussir ré-envoyé la contribution # @ sid à 1 destinataire."
default;;"Successfully re-sent submission #@sid to 1 recipient.";nl;0;"Inzending #@sid naar 1 ontvanger gestuurd."
default;;"Successfully re-sent submission #@sid to @count recipients.";fr;0;"Réussir ré-envoyé la contribution # @ sid à @Count destinataires."
default;;"Successfully re-sent submission #@sid to @count recipients.";nl;1;"Inzending #@sid naar @count ontvangers gestuurd."
default;;Sum;fr;0;Somme
default;;Sum;nl;0;Som
default;;Summaries;nl;0;Samenvattingen
default;;Summary;fr;0;Résumé
default;;Summary;nl;0;Samenvatting
default;;Sun;fr;0;dim
default;;Sun;nl;0;zo
default;;Sunday;fr;0;dimanche
default;;Sunday;nl;0;zondag
default;;"Switch to plain text editor";fr;0;"Basculer vers l'éditeur de texte pur"
default;;"Switch to plain text editor";nl;0;"Voer onopgemaakte tekst in"
default;;"Tab (\t)";fr;0;"Onglet (\t)"
default;;"Tab (\t)";nl;0;"Tab (\t)"
default;;Tag:;nl;0;Label:
default;;Tags;de;0;Tags
default;;Tags;fr;0;étiquettes
default;;Tags;nl;0;Trefwoorden
default;;"Target group";nl;0;Doelgroep
default;;Taxonomy;fr;0;Taxonomie
default;;Taxonomy;nl;0;Taxonomie
